Transaction_date;Product;Price;Payment_Type;Name;City;State;Country;Account_Created;Last_Login;Latitude;Longitude
1/18/09 13:49;Product2;3600;Visa;Bev;San Ramon                   ;CA;United States;01/11/2009 12:00;1/19/09 18:07;37.78;-12.197.694
1/15/09 5:47;Product1;1200;Visa;Dave and Amy;Norfolk                     ;VA;United States;1/15/09 0:21;1/19/09 22:48;3.684.667;-7.628.556
1/19/09 23:06;Product1;1200;Mastercard;Rebecca;Norfolk                     ;VA;United States;1/19/09 22:53;1/19/09 22:53;3.684.667;-7.628.556
1/19/09 11:12;Product1;1200;Visa;Melissa;Aberdeen;Scotland;United Kingdom;8/27/08 8:22;1/20/09 0:35;571.333.333;#FIELD!
01/04/2009 01:38;Product1;1200;Amex;jeremy;Charlestown;New South Wales;Australia;7/15/08 21:04;1/20/09 1:08;#FIELD!;1.516.666.667
1/20/09 3:11;Product1;1200;Visa;Randy;Wigan;England;United Kingdom;1/20/09 3:02;1/20/09 3:06;535.333.333;-26.166.667
01/03/2009 10:52;Product1;1200;Visa;Djeiny;Rockville                   ;MD;United States;4/18/05 9:27;1/20/09 6:47;3.901.806;-7.720.889
1/20/09 5:24;Product3 ;7500;Mastercard;Amanda;Shreveport                  ;LA;United States;1/20/09 5:13;1/20/09 7:15;32.525;#FIELD!
1/20/09 6:03;Product1;1200;Mastercard;Andrea ;Shreveport                  ;LA;United States;1/20/09 5:13;1/20/09 7:15;32.525;#FIELD!
01/10/2009 11:37;Product1;1200;Amex;Joanna;Little Silver               ;NJ;United States;12/28/08 20:10;1/20/09 7:42;4.033.667;-740.475
1/20/09 5:50;Product1;1200;Visa;Jessica;Abbey Town;England;United Kingdom;1/20/09 4:23;1/20/09 7:46;548.333.333;-32.833.333
1/19/09 16:32;Product1;1200;Amex;alison;Mid City West               ;PA;United States;1/19/09 10:24;1/20/09 10:09;3.995.222;-7.516.417
1/18/09 10:42;Product1;1200;Visa;malin;Atlanta;Georgia;United States;1/18/09 0:00;1/20/09 11:09;3.374.889;-8.438.806
01/07/2009 06:11;Product2;3600;Visa;Tiffany ;Paris;Ile-de-France;France;01/07/2009 05:30;1/20/09 11:22;488.666.667;23.333.333
01/03/2009 08:29;Product1;1200;Visa;Genevieve;Milton Keynes;England;United Kingdom;10/10/2008 01:26;1/20/09 11:31;520.333.333;#FIELD!
01/01/2009 02:09;Product1;1200;Mastercard;Saraya;Dresden;Saxony;Germany;03/12/2006 11:31;1/20/09 11:56;51.05;13.75
1/20/09 12:34;Product1;1200;Mastercard;Anastasia;NYC                         ;NY;United States;1/20/09 12:17;1/20/09 12:55;4.071.417;-7.400.639
1/20/09 3:51;Product1;1200;Visa;Elizabeth;The Grange;Queensland;Australia;11/12/2008 03:34;1/20/09 13:11;-248.166.667;1.524.166.667
1/15/09 11:26;Product1;1200;Visa;Nicole;Brookline                   ;MA;United States;07/11/2007 11:18;1/20/09 14:01;4.233.167;-7.112.167
01/05/2009 16:55;Product1;1200;Visa;Jeffrey;Montreal-Nord;Quebec;Canada;9/29/03 17:08;1/20/09 14:38;45.6;-736.166.667
01/12/2009 19:47;Product1;1200;Mastercard;Blanca Gabriela ;Irving                      ;TX;United States;12/10/2008 21:49;1/20/09 18:02;3.281.389;-9.694.861
01/04/2009 19:20;Product1;1200;Amex;Elisa;Ottawa Hills                ;OH;United States;01/04/2009 18:38;1/20/09 18:03;4.166.417;-8.364.333
01/10/2009 08:33;Product2;3600;Mastercard;Patricia ;Portola Valley              ;CA;United States;02/04/2007 10:09;1/20/09 22:06;3.738.417;-12.223.417
01/09/2009 14:51;Product1;1200;Visa;Bob;Sydney;New South Wales;Australia;01/07/2009 18:15;1/21/09 0:29;-338.833.333;1.512.166.667
1/16/09 2:41;Product3;7500;Visa;Kristyn;Kearns                      ;UT;United States;1/15/09 18:01;1/21/09 1:02;40.66;-11.199.556
1/16/09 18:36;Product1;1200;Visa;Elizabeth;Wollongong;New South Wales;Australia;11/01/2008 16:32;1/21/09 1:49;-344.333.333;1.508.833.333
1/20/09 8:10;Product1;1200;Amex;Cathy;Brooklyn                    ;NY;United States;08/05/2007 18:52;1/21/09 5:16;40.65;#FIELD!
01/06/2009 12:45;Product2;3600;Amex;Kaylee;Penngrove                   ;CA;United States;01/05/2009 14:06;1/21/09 11:18;3.829.972;-12.266.556
01/10/2009 08:13;Product1;1200;Visa;suzanne;Lemont                      ;IL;United States;01/09/2009 19:15;1/21/09 11:35;4.167.361;-8.800.167
01/07/2009 14:15;Product1;1200;Mastercard;Cassandra;San Carlos                  ;CA;United States;01/05/2009 15:42;1/21/09 12:00;3.750.722;-12.225.944
01/08/2009 15:27;Product1;1200;Mastercard;Jennifer;Chicago                     ;IL;United States;01/04/2009 22:22;1/21/09 13:28;41.85;#FIELD!
1/21/09 11:36;Product1;1200;Visa;nicole;Oslo;Oslo;Norway;12/23/08 12:02;1/21/09 13:47;599.166.667;10.75
1/21/09 14:06;Product1;1200;Visa;Sean;Wantagh;NY;United States;1/21/09 12:00;1/21/09 14:06;4.068.361;-7.351.056
01/02/2009 02:28;Product1;1200;Mastercard;Morgan;Coomera;Queensland;Australia;05/03/2008 04:14;1/21/09 16:37;-278.833.333;153.3
1/19/09 19:07;Product1;1200;Diners;Harriet;Fort Oglethorpe             ;GA;United States;1/19/09 16:52;1/21/09 17:02;3.494.889;-8.525.694
1/18/09 6:27;Product1;1200;Mastercard;Janine;Corbin City                 ;NJ;United States;10/27/05 19:22;1/21/09 17:10;3.924.167;-7.481.556
1/20/09 11:58;Product1;1200;Mastercard;Debora;Lakeside                    ;CA;United States;11/01/2008 23:14;1/21/09 17:25;3.285.722;-11.692.139
1/20/09 16:32;Product1;1200;Visa;Vishpala;Margate                     ;FL;United States;01/02/2008 09:52;1/21/09 19:05;2.630.972;-802.375
01/01/2009 07:09;Product1;1200;Amex;Emer;South Palm Beach            ;FL;United States;2/28/05 5:40;1/21/09 19:14;2.670.528;-8.003.667
1/21/09 14:55;Product1;1200;Diners;john;New York                    ;NY;United States;1/21/09 10:23;1/21/09 20:34;4.071.417;-7.400.639
01/07/2009 22:29;Product1;1200;Mastercard;lailani;Anchorage                   ;AK;United States;01/07/2009 13:23;1/21/09 22:30;6.121.806;-14.990.028
01/11/2009 22:22;Product2;3600;Visa;STEPHANIE;Mona Vale;New South Wales;Australia;12/30/08 17:48;1/21/09 22:33;-336.666.667;151.3
1/21/09 14:25;Product1;1200;Visa;Tricia;Castricum;Noord-Holland;Netherlands;12/28/07 15:28;1/22/09 0:38;52.55;46.666.667
1/18/09 16:50;Product1;1200;Visa;Celina;North Brunswick             ;NJ;United States;1/18/09 16:25;1/22/09 1:17;404.497;-74.482
1/21/09 12:08;Product2;3600;Visa;Rosemary;Jacksonville                ;FL;United States;1/21/09 11:39;1/22/09 6:13;3.033.194;-8.165.583
1/22/09 6:41;Product1;1200;Visa;Patrick;Baytown                     ;TX;United States;1/22/09 4:32;1/22/09 6:54;2.973.528;-9.497.722
01/12/2009 09:23;Product1;1200;Mastercard;Jacob;Winter Haven                ;FL;United States;01/10/2009 14:55;1/22/09 7:59;2.802.194;-8.173.306
1/22/09 8:23;Product1;1200;Visa;elisabeth;Gonzaga Univ                ;WA;United States;1/22/09 7:55;1/22/09 8:14;4.765.889;-117.425
01/03/2009 06:41;Product2;3600;Visa;ayelet;Malmo;Skane;Sweden;08/07/2008 09:24;1/22/09 11:24;55.6;13
01/01/2009 12:20;Product2;3600;Visa;seemab;San Pawl tat-Targa; ;Malta;9/17/05 3:32;1/22/09 12:00;359.202.778;144.425
01/04/2009 22:00;Product2;3600;Amex;Lucien;Wiesbaden;Hessen;Germany;01/04/2009 11:32;1/22/09 12:21;500.833.333;8.25
1/21/09 2:15;Product1;1200;Visa;Kevin ;London;England;United Kingdom;01/08/2009 02:50;1/22/09 13:46;5.152.721;0.14559
01/01/2009 14:22;Product1;1200;Mastercard;Liban;Stavanger;Rogaland;Norway;6/19/08 10:48;1/22/09 14:38;589.666.667;5.75
1/16/09 1:07;Product2;3600;Diners;Lesley;Cork;Cork;Ireland;1/14/09 4:10;1/22/09 15:06;518.986.111;-84.958.333
1/20/09 8:51;Product1;1200;Visa;Marie;Winchester                  ;MA;United States;7/23/08 14:59;1/22/09 18:08;4.245.222;-711.375
01/04/2009 09:02;Product1;1200;Visa;Charlene;Calgary;Alberta;Canada;12/13/08 19:20;1/22/09 19:27;510.833.333;-1.140.833.333
01/06/2009 08:34;Product1;1200;Visa;Orit;Dallas                      ;TX;United States;01/05/2009 15:00;1/22/09 21:41;3.278.333;#FIELD!
01/08/2009 04:16;Product1;1200;Visa;Alan;Malahide;Dublin;Ireland;4/18/06 13:26;1/23/09 2:21;534.508.333;-61.544.444
1/23/09 3:33;Product2;3600;Mastercard;Anja Langer;Saint Paul                  ;MN;United States;1/23/09 3:00;1/23/09 3:00;4.494.444;-9.309.306
01/06/2009 04:18;Product1;1200;Visa;Lina;Edinburgh;Scotland;United Kingdom;01/06/2009 03:38;1/23/09 3:22;55.95;#FIELD!
1/23/09 3:30;Product1;1200;Amex;Larry;Naarden;Noord-Holland;Netherlands;1/23/09 3:27;1/23/09 3:40;52.3;5.15
01/10/2009 04:04;Product1;1200;Visa;Jessica;Oldenburg;Lower Saxony;Germany;12/20/08 8:41;1/23/09 5:28;531.666.667;8.2
01/05/2009 02:57;Product3;7500;Visa;Marion;Rennes;Brittany;France;12/29/08 3:16;1/23/09 7:29;480.833.333;-16.833.333
1/21/09 14:15;Product1;1200;Amex;Eric;Ely                         ;NV;United States;1/21/09 13:56;1/23/09 10:35;392.475;-11.488.778
1/21/09 6:39;Product1;1200;Amex;Miriane;Norfolk                     ;VA;United States;7/30/07 21:10;1/23/09 12:48;3.684.667;-7.628.556
1/19/09 8:14;Product1;1200;Visa;Jeff;Houston                     ;TX;United States;01/04/2009 12:39;1/23/09 12:52;2.976.306;-9.536.306
1/23/09 8:00;Product1;1200;Diners;christina;Chepel;Budapest;Hungary;1/22/09 9:55;1/23/09 12:59;474.166.667;190.833.333
1/22/09 23:35;Product1;1200;Mastercard;Shannon;Buffalo Grove               ;IL;United States;1/22/09 23:23;1/23/09 22:05;4.198.111;-89.595
1/14/09 3:09;Product1;1200;Mastercard;Angela;Newburgh;Scotland;United Kingdom;4/25/07 5:08;1/24/09 2:12;563.333.333;#FIELD!
1/16/09 1:51;Product1;1200;Visa;Angela;Vienna;Vienna;Austria;1/16/09 1:38;1/24/09 5:39;48.2;163.666.667
01/01/2009 06:29;Product1;1200;Mastercard;Elaine;Vicenza;Veneto;Italy;08/03/2007 02:48;1/24/09 5:51;45.55;11.55
1/21/09 7:59;Product1;1200;Visa;Helen;Mechanics Grove             ;PA;United States;04/07/2008 17:15;1/24/09 6:01;3.989.694;-7.616.389
1/23/09 7:37;Product2;3600;Amex;Fatisha;Miami                       ;FL;United States;1/23/09 6:32;1/24/09 6:54;2.577.389;-8.019.389
1/18/09 14:39;Product1;1200;Visa;Nina;Silver Spring               ;MD;United States;01/05/2009 15:43;1/24/09 7:31;3.899.056;-7.702.639
1/24/09 9:01;Product2;3600;Visa;Barbara;Kirriemuir;Scotland;United Kingdom;1/24/09 8:02;1/24/09 8:02;566.666.667;-3
1/15/09 1:41;Product1;1200;Diners;Karen;Roquefort;Provence-Alpes-Cote d'Azur;France;1/14/09 4:13;1/24/09 8:36;43.25;56.166.667
1/17/09 7:23;Product1;1200;Visa;Georgina;Portland                    ;OR;United States;11/28/07 10:05;1/24/09 8:54;4.552.361;-122.675
1/23/09 11:37;Product1;1200;Diners;Kellie;Staten Island               ;NY;United States;1/23/09 10:42;1/24/09 8:59;4.056.472;-741.275
1/19/09 15:02;Product1;1200;Mastercard;Terry;San Antonio                 ;TX;United States;1/19/09 14:43;1/24/09 10:26;2.942.389;-9.849.333
01/11/2009 07:10;Product2;3600;Visa;LAURIE;Guildford;England;United Kingdom;03/07/2006 05:47;1/24/09 14:54;512.166.667;#FIELD!
01/10/2009 03:28;Product1;1200;Visa;frauke;Horten;Vestfold;Norway;11/24/08 15:50;1/24/09 15:10;594.136.111;104.669.444
01/07/2009 19:03;Product2;3600;Mastercard;Cindy;Englewood                   ;CO;United States;12/17/07 19:55;1/24/09 19:19;3.964.778;-10.498.722
1/17/09 14:02;Product1;1200;Visa;Simone;San Antonio                 ;TX;United States;12/07/2005 19:48;1/24/09 21:29;2.942.389;-9.849.333
1/25/09 0:09;Product1;1200;Visa;Hilde ;Princeville                 ;HI;United States;6/20/08 22:08;1/25/09 0:12;2.222.361;-15.948.528
01/09/2009 14:27;Product1;1200;Visa;Leah;Castleknock;Dublin;Ireland;6/14/07 13:14;1/25/09 0:57;533.786.111;-63.922.222
01/09/2009 14:32;Product1;1200;Visa;Laine;Castleknock;Dublin;Ireland;6/14/07 13:14;1/25/09 0:57;533.786.111;-63.922.222
01/11/2009 15:59;Product1;1200;Visa;kirsten;Bishops Stortford;England;United Kingdom;1/17/06 8:51;1/25/09 3:03;518.666.667;0.1666667
01/06/2009 14:38;Product2;3600;Mastercard;Elizabeth;Den Haag;Zuid-Holland;Netherlands;5/14/07 12:48;1/25/09 3:13;520.833.333;4.3
01/06/2009 09:52;Product1;1200;Mastercard;Anna;Lafayette                   ;CA;United States;01/03/2009 15:01;1/25/09 10:19;3.788.583;-12.211.694
01/01/2009 09:21;Product1;1200;Diners;Babs;Blackpool;England;United Kingdom;01/01/2009 08:05;1/25/09 10:52;538.166.667;#FIELD!
01/03/2009 07:58;Product1;1200;Mastercard;Gerlinde;Hellerup;Kobenhavn;Denmark;01/02/2009 12:27;1/25/09 11:13;557.333.333;125.833.333
01/11/2009 11:36;Product1;1200;Mastercard;Hollyn;London;England;United Kingdom;10/14/08 14:23;1/25/09 11:16;5.151.334;#FIELD!
1/13/09 14:53;Product1;1200;Visa;leiser;N Java                      ;NY;United States;1/13/09 13:22;1/25/09 11:33;4.268.361;-7.833.806
01/01/2009 10:06;Product2;3600;Mastercard;Irene;Munich;Bayern;Germany;01/01/2009 09:13;1/25/09 11:37;48.15;115.833.333
1/16/09 5:07;Product1;1200;Amex;Lisa;Brulon;Pays de la Loire;France;08/06/2007 07:48;1/25/09 11:42;479.666.667;#FIELD!
01/06/2009 16:37;Product1;1200;Visa;Ann;Austin                      ;TX;United States;12/28/08 12:31;1/25/09 12:17;3.026.694;-9.774.278
1/18/09 17:21;Product1;1200;Mastercard;Nichol Jane;Midland Park                ;NJ;United States;01/11/2009 20:59;1/25/09 14:00;4.098.917;-7.414.111
1/13/09 15:18;Product1;1200;Amex;Beatriz;Centerport                  ;NY;United States;1/13/09 14:46;1/25/09 14:01;4.088.528;-7.337.667
1/24/09 8:21;Product1;1200;Mastercard;corina;Neustift am Walde;Vienna;Austria;7/19/05 12:42;1/25/09 14:22;48.25;16.3
1/24/09 8:25;Product1;1200;Mastercard;manon;Neustift am Walde;Vienna;Austria;7/19/05 12:42;1/25/09 14:22;48.25;16.3
1/18/09 13:06;Product1;1200;Diners;Isabelle;Shorewood                   ;MN;United States;1/18/09 8:44;1/25/09 14:49;4.490.333;-9.356.611
1/22/09 18:44;Product1;1200;Visa;Lynne;Southlake                   ;TX;United States;1/22/09 17:24;1/25/09 15:02;3.294.111;-9.713.389
01/08/2009 08:58;Product1;1200;Mastercard;Doug;Huntington                  ;NY;United States;01/08/2009 08:22;1/25/09 17:39;4.086.806;-7.342.611
01/04/2009 09:54;Product1;1200;Mastercard;AMY;The Woodlands               ;TX;United States;12/30/08 20:41;1/25/09 18:23;3.015.778;-9.548.917
1/13/09 20:22;Product1;1200;Visa;Kim;Kelowna;British Columbia;Canada;08/02/2008 14:28;1/25/09 19:25;49.9;-1.194.833.333
01/09/2009 10:22;Product1;1200;Mastercard;HELIDA;White House                 ;TN;United States;01/05/2009 14:49;1/25/09 19:35;3.647.028;-8.665.139
01/05/2009 12:28;Product1;1200;Visa;Cameron;Rungsted;Frederiksborg;Denmark;01/05/2009 12:02;1/25/09 23:22;558.841.667;125.419.444
1/26/09 3:43;Product1;1200;Mastercard;Wendy;Lake Mahopac                ;NY;United States;1/26/09 3:10;1/26/09 3:10;4.137.222;-7.373.389
1/26/09 3:49;Product2;3600;Mastercard;Jane;Biot;Provence-Alpes-Cote d'Azur;France;03/01/2008 00:00;1/26/09 3:18;436.333.333;7.1
01/11/2009 13:16;Product2;3600;Visa;shelby;Plantation                  ;FL;United States;01/11/2009 12:20;1/26/09 3:42;2.612.194;-8.014.361
1/22/09 15:32;Product1;1200;Mastercard;Tara;Killiney;Dublin;Ireland;2/27/07 11:35;1/26/09 4:32;532.522.222;-61.125
01/09/2009 14:25;Product1;1200;Amex;James;Guer;Brittany;France;04/07/2008 00:00;1/26/09 5:32;47.9;-21.166.667
1/21/09 11:28;Product1;800;Amex;Heloise ;Arlington                   ;VA;United States;9/25/05 20:26;1/26/09 6:23;3.889.028;-7.708.444
01/01/2009 14:19;Product1;1200;Mastercard;Gabriel;Three Hills;Alberta;Canada;5/21/08 11:39;1/26/09 7:17;51.7;-1.132.666.667
1/26/09 4:30;Product1;1200;Visa;Jodie ;Great Falls;Virginia;United States;1/26/09 0:00;1/26/09 7:48;3.899.806;-7.728.861
01/07/2009 04:45;Product1;1200;Amex;Jeremy;London;England;United Kingdom;01/07/2009 04:30;1/26/09 8:01;5.152.721;0.14559
01/11/2009 12:12;Product1;1200;Visa;Helga;Clontarf;Dublin;Ireland;11/30/05 12:50;1/26/09 10:00;533.591.667;-62.161.111
1/26/09 10:24;Product1;1200;Visa;Eleanor;Vancouver;British Columbia;Canada;12/01/2008 18:30;1/26/09 10:12;49.25;-1.231.333.333
1/26/09 8:58;Product1;1200;Diners;Miss;London;England;United Kingdom;1/26/09 8:46;1/26/09 11:14;5.152.721;0.14559
01/07/2009 17:51;Product1;1200;Visa;Marie;Dickerson                   ;MD;United States;1/13/06 9:38;1/26/09 11:35;39.22;-7.742.444
1/18/09 20:16;Product1;1200;Mastercard;Lisa;Princeton                   ;NJ;United States;1/18/09 19:47;1/26/09 13:07;4.034.861;-7.465.944
1/13/09 9:51;Product1;1200;Mastercard;Priska;Calgary;Alberta;Canada;01/04/2009 23:43;1/26/09 17:24;510.833.333;-1.140.833.333
1/24/09 18:43;Product1;1200;Visa;Katrine;North Tustin                ;CA;United States;01/11/2009 13:33;1/26/09 21:29;3.376.444;-11.779.306
01/05/2009 00:46;Product1;1200;Amex;Lisa;Gurgaon;Haryana;India;01/02/2009 03:03;1/27/09 0:17;284.666.667;770.333.333
01/09/2009 01:12;Product1;1200;Visa;Sabrina;Rambouillet;Ile-de-France;France;6/18/08 6:35;1/27/09 2:56;48.65;18.333.333
1/26/09 6:25;Product1;1200;Visa;prof;Gladwyne                    ;PA;United States;1/19/09 6:38;1/27/09 3:58;4.004.056;-7.527.944
1/21/09 16:57;Product1;1200;Mastercard;KeithMichelle;Houston                     ;TX;United States;1/21/09 16:37;1/27/09 4:43;2.976.306;-9.536.306
01/05/2009 05:33;Product1;1200;Mastercard;Kim;London;England;United Kingdom;12/08/2005 13:22;1/27/09 4:49;5.152.721;0.14559
1/27/09 5:10;Product1;1200;Visa;anissa;Slough;England;United Kingdom;1/15/09 10:07;1/27/09 4:51;51.5;#FIELD!
01/07/2009 08:00;Product1;1200;Mastercard;john;Glan-Munchweiler;Rhineland-Palatinate;Germany;5/26/05 7:00;1/27/09 6:30;494.666.667;74.333.333
1/20/09 7:08;Product2;3600;Visa;Miye;Downingtown                 ;PA;United States;1/19/09 8:06;1/27/09 6:38;4.000.639;-7.570.361
1/27/09 2:26;Product1;1200;Diners;Heidi;MT Pleasant                 ;TX;United States;1/27/09 2:16;1/27/09 6:41;3.315.667;-9.496.806
01/05/2009 06:14;Product1;1200;Mastercard;T;Veigy-Foncenex;Rhone-Alpes;France;01/05/2009 04:52;1/27/09 7:01;462.666.667;6.25
1/13/09 8:11;Product2;3600;Visa;Daniele;Katy                        ;TX;United States;5/27/08 11:01;1/27/09 7:49;2.978.556;-9.582.417
01/10/2009 09:18;Product1;1200;Diners;luisa;Gorey; ;Jersey;05/09/2006 10:43;1/27/09 7:51;49.2;-20.333.333
01/08/2009 18:52;Product1;1200;Visa;Nadine;Belgrade                    ;MT;United States;01/07/2009 15:30;1/27/09 9:40;4.577.611;-11.117.611
01/12/2009 10:06;Product1;1200;Mastercard;Tina;Calgary;Alberta;Canada;01/10/2009 14:15;1/27/09 14:26;510.833.333;-1.140.833.333
01/01/2009 19:25;Product1;1200;Diners;Damali;Toronto;Ontario;Canada;01/08/2008 20:41;1/27/09 14:59;436.666.667;-794.166.667
1/27/09 15:28;Product1;1200;Visa;Katherine;Corrales                    ;NM;United States;1/17/09 17:52;1/27/09 15:17;3.523.778;-10.660.611
01/02/2009 18:43;Product1;1200;Visa;Kathryn;Cork;Cork;Ireland;12/22/08 15:39;1/27/09 15:43;518.986.111;-84.958.333
01/08/2009 18:41;Product1;1200;Diners;Veronique;Tenafly                     ;NJ;United States;12/09/2007 17:59;1/27/09 18:12;4.092.528;-7.396.333
01/04/2009 18:34;Product1;1200;Visa;Erica;Leesburg                    ;VA;United States;01/04/2009 16:53;1/27/09 18:37;3.911.556;-7.756.389
1/25/09 8:32;Product1;1200;Visa;L;Alcona;Ontario;Canada;9/17/07 17:41;1/27/09 19:53;500.666.667;#FIELD!
1/23/09 22:19;Product1;1200;Mastercard;Diana;Kuala Lumpur;Kuala Lumpur;Malaysia;1/23/09 22:10;1/27/09 19:54;31.666.667;101.7
01/07/2009 10:03;Product1;1200;Mastercard;Emma;Sydney;New South Wales;Australia;12/01/2008 06:09;1/27/09 20:18;-338.833.333;1.512.166.667
1/18/09 3:46;Product1;1200;Visa;Marina;Nerang;Queensland;Australia;1/18/09 0:54;1/27/09 23:52;-279.833.333;1.533.333.333
1/28/09 0:40;Product1;1200;Mastercard;Natalie ;Bryceville                  ;FL;United States;1/27/09 22:04;1/28/09 0:01;3.038.444;-8.193.889
01/02/2009 15:18;Product1;1200;Diners;Brenda;Saffron Walden;England;United Kingdom;09/01/2004 02:08;1/28/09 1:26;520.166.667;0.25
1/18/09 13:59;Product1;1200;Diners;Nita;Sutton;Dublin;Ireland;12/01/2005 19:57;1/28/09 4:07;533.905.556;-61.216.667
1/16/09 9:54;Product1;1200;Mastercard;Marian;Durban;KwaZulu-Natal;South Africa;08/03/2008 18:20;1/28/09 6:26;#FIELD!;310.166.667
1/28/09 7:07;Product1;1200;Visa;Kevin;Berkeswell;England;United Kingdom;1/28/09 6:57;1/28/09 7:18;52.4;-16.333.333
1/28/09 7:31;Product1;1200;Visa;cari;Dryden                      ;VA;United States;1/28/09 7:22;1/28/09 7:34;367.775;-8.294.167
1/18/09 12:32;Product1;1200;Visa;Cassandra;Santry;Dublin;Ireland;12/14/08 14:26;1/28/09 7:41;533.986.111;-62.597.222
1/13/09 14:05;Product1;1200;Amex;Christof and Heidi;Barcelona;Catalonia;Spain;01/09/2009 07:54;1/28/09 7:45;413.833.333;21.833.333
1/28/09 7:49;Product1;1200;Visa;Ina;Fayetteville                ;NC;United States;1/28/09 7:45;1/28/09 7:47;350.525;-7.887.861
1/28/09 3:07;Product1;1200;Visa;Lisa;Anse Comeau;Quebec;Canada;1/26/09 11:47;1/28/09 8:08;492.166.667;#FIELD!
01/12/2009 15:16;Product1;1200;Visa;Camille and Carmen;Thorlakshofn; ;Iceland;01/12/2009 11:41;1/28/09 8:44;63.85;-213.666.667
01/06/2009 11:17;Product2;3600;Visa;Trina;Overland                    ;KS;United States;2/21/08 8:53;1/28/09 9:23;3.898.222;-9.467.056
1/23/09 9:49;Product1;1200;Visa;Ginger;King City;Ontario;Canada;1/23/09 8:18;1/28/09 9:43;439.333.333;-795.333.333
1/24/09 4:01;Product1;1200;Visa;breon;Leighton Buzzard;England;United Kingdom;01/07/2006 10:56;1/28/09 10:12;519.166.667;#FIELD!
1/25/09 18:21;Product1;1200;Visa;Marion;Umea;Vasterbotten;Sweden;1/25/09 16:35;1/28/09 10:19;638.333.333;20.25
1/15/09 10:51;Product1;1200;Mastercard;Pia ;Sola;Rogaland;Norway;01/11/2009 08:54;1/28/09 10:39;588.833.333;5.6
01/02/2009 05:14;Product1;1200;Visa;Dr. Donald;Stockton-on-Tees;England;United Kingdom;01/01/2005 06:03;1/28/09 11:07;545.833.333;-14.166.667
01/09/2009 10:35;Product2;3600;Visa;Jenna and Paul;Senatobia                   ;MS;United States;01/08/2009 14:02;1/28/09 11:08;346.175;-8.996.861
01/04/2009 10:16;Product1;1200;Mastercard;Rebecca;Berlin;Berlin;Germany;12/28/08 10:50;1/28/09 11:09;525.166.667;13.4
01/02/2009 12:16;Product1;1200;Mastercard;Monique;Waldorf                     ;MD;United States;12/11/2008 06:16;1/28/09 12:07;3.862.444;-7.693.944
1/28/09 12:31;Product1;1200;Diners;lilia ;Brooklyn                    ;NY;United States;1/28/09 12:21;1/28/09 12:30;40.65;#FIELD!
1/14/09 12:07;Product1;1200;Mastercard;Lainey;Lakeville                   ;MN;United States;1/13/09 22:28;1/28/09 12:37;4.464.972;-932.425
1/16/09 7:20;Product2;3600;Mastercard;Jag;Saint-Cergues;Rhone-Alpes;France;1/15/09 4:53;1/28/09 12:43;462.333.333;63.166.667
01/06/2009 09:55;Product1;1200;Mastercard;Charlene ;Vancouver;British Columbia;Canada;10/07/2008 14:55;1/28/09 13:17;49.25;-1.231.333.333
01/07/2009 12:55;Product1;1200;Amex;Fiona;Stamford                    ;CT;United States;01/05/2009 06:26;1/28/09 13:24;4.105.333;-7.353.917
1/19/09 12:14;Product1;1200;Mastercard;burt;Rathfarnham;Dublin;Ireland;05/10/2008 07:07;1/28/09 13:28;533.005.556;-62.827.778
1/13/09 15:19;Product2;3600;Visa;Maggie;Paris;Ile-de-France;France;6/27/07 4:41;1/28/09 14:11;488.666.667;23.333.333
1/18/09 8:56;Product1;1200;Mastercard;Stanford;Howell                      ;MI;United States;1/30/08 13:16;1/28/09 14:37;4.260.722;-8.392.944
01/04/2009 17:54;Product1;1200;Amex;ruth;Encinitas                   ;CA;United States;01/01/2009 10:12;1/28/09 15:13;3.303.694;-11.729.111
01/05/2009 13:46;Product1;1200;Visa;Courtney;Atchison                    ;KS;United States;11/11/2008 14:19;1/28/09 17:10;3.956.306;-9.512.139
01/05/2009 10:49;Product2;3600;Amex;Courtney;Mililani                    ;HI;United States;8/23/07 0:00;1/28/09 18:13;2.142.556;-15.796.083
01/12/2009 18:24;Product1;1200;Diners;Anthony;Victor                      ;NY;United States;12/18/08 7:14;1/28/09 18:19;429.825;-7.740.917
1/18/09 4:01;Product1;1200;Visa;Eleanor;Fairbanks                   ;AK;United States;01/06/2009 00:18;1/28/09 23:56;6.483.778;-14.771.639
1/16/09 10:58;Product1;1200;Visa;GAIA;Soro;Vestsjalland;Denmark;7/27/07 7:22;1/29/09 3:16;554.333.333;115.666.667
1/13/09 8:20;Product1;1200;Mastercard;Zane;Warlingham;England;United Kingdom;03/04/2005 05:51;1/29/09 3:25;51.3;#FIELD!
01/12/2009 01:42;Product1;1200;Mastercard;Beate;Hamburg;Hamburg;Germany;01/07/2009 07:56;1/29/09 4:33;53.55;10
1/28/09 13:07;Product1;1200;Amex;BALA;Accokeek                    ;MD;United States;11/29/07 5:56;1/29/09 4:40;386.675;-7.702.861
1/29/09 5:43;Product1;1200;Visa;Mrs;Sunnyvale                   ;CA;United States;1/29/09 5:18;1/29/09 5:18;3.736.889;-12.203.528
1/29/09 5:30;Product1;1200;Diners;Vanessa;Ithaca                      ;NY;United States;1/29/09 4:49;1/29/09 6:56;4.244.056;-7.649.694
1/13/09 18:08;Product1;1200;Amex;Amanda;Houston                     ;TX;United States;1/13/09 17:02;1/29/09 7:34;2.976.306;-9.536.306
